Position	XHC133-SI-GA-G4
chr8:48918631-48918742	
chr8:48918134-48918253	
chr8:48064274-48064386	
chr8:48062537-48062654	
chr8:47977213-47977335	
chr8:47954299-47954409	
chr8:47773142-47773253	
chr8:47643465-47643596	
chr8:47466656-47466768	
chr8:43201878-43201988	
chr8:43195722-43195835	
chr8:43146859-43146975	
chr8:43130712-43130834	
chr8:43074500-43074620	
chr8:43026988-43027098	
chr8:43023416-43023533	
chr8:43023383-43023504	
chr8:43023155-43023278	
chr8:43022035-43022155	
chr8:43021620-43021734	
chr8:42944770-42944880	
chr8:42864905-42865019	
chr8:42837454-42837565	
chr8:42837274-42837386	
chr8:42834341-42834456	
chr8:42531766-42531882	
chr8:42522828-42522940	
chr8:42295066-42295186	
chr8:42288340-42288453	
chr8:42170021-42170134	
chr8:42021875-42022000	
chr8:42013210-42013325	
chr8:42013020-42013135	
chr8:41932549-41932659	
chr8:41931603-41931714	
chr8:41646259-41646369	
chr8:40154198-40154314	
chr8:39103699-39103810	
chr8:39054552-39054672	
chr8:38972719-38972832	
chr8:38972133-38972245	
chr8:38971896-38972006	
chr8:38969891-38970028	
chr8:38848911-38849026	
chr8:38848071-38848182	
chr8:38732136-38732261	
chr8:38728217-38728336	
chr8:38317711-38317822	
chr8:38264101-38264215	
chr8:38142182-38142295	
chr8:37866629-37866741	
chr8:37863184-37863311	
chr8:37861139-37861252	
chr8:37860290-37860405	
chr8:37843692-37843802	
chr8:37779008-37779118	
chr8:37778867-37778983	
chr8:37757299-37757409	
chr8:37754785-37754897	
chr8:35523657-35523767	
chr8:35523594-35523704	
chr8:34874627-34874766	
chr8:33564341-33564462	
chr8:33512827-33512947	
chr8:33512264-33512374	
chr8:33499948-33500059	
chr8:33499257-33499370	
chr8:33498991-33499105	
chr8:33497288-33497404	
chr8:33496667-33496787	
chr8:32640195-32640324	
chr8:32636926-32637038	
chr8:32620471-32620590	
chr8:32566793-32566921	
chr8:31159894-31160013	
chr8:31151851-31151961	
chr8:31113943-31114054	
chr8:30760014-30760129	
chr8:30755539-30755649	
chr8:30752982-30753095	
chr8:30679226-30679336	
chr8:30679099-30679218	
chr8:30678309-30678427	
chr8:30549755-30549877	
chr8:30131209-30131321	
chr8:29333103-29333213	
chr8:29260571-29260683	
chr8:29256700-29256823	
chr8:29239987-29240100	
chr8:29051887-29051997	
chr8:29051307-29051425	
chr8:28992999-28993110	
chr8:28955904-28956023	
chr8:28952108-28952225	
chr8:28573653-28573766	
chr8:28519680-28519798	
chr8:28461506-28461616	
chr8:28351658-28351783	
chr8:28346916-28347027	
chr8:28345713-28345826	
chr8:28203613-28203724	
chr8:28190523-28190637	
chr8:28022107-28022226	
chr8:27870164-27870285	
chr8:27832974-27833085	
chr8:27803499-27803617	
chr8:27671608-27671718	
chr8:27335545-27335664	
chr8:27331409-27331520	
chr8:26657993-26658103	
chr8:26656124-26656242	
chr8:26655747-26655858	
chr8:26578110-26578229	
chr8:26577943-26578068	
chr8:26410879-26410989	
chr8:26363650-26363767	
chr8:26291531-26291643	
chr8:25429688-25429798	
chr8:25428605-25428717	
chr8:25266790-25266900	
chr8:25194869-25194982	
chr8:24405452-24405562	
chr8:24400091-24400203	
chr8:24355467-24355578	
chr8:24355349-24355461	
chr8:24314874-24314988	
chr8:23854503-23854615	
chr8:23571885-23571995	
chr8:23569352-23569478	
chr8:23568898-23569016	
chr8:23566665-23566779	
chr8:23432117-23432228	
chr8:23163366-23163493	
chr8:23059633-23059743	
chr8:22693317-22693449	
chr8:22689896-22690006	
chr8:22688074-22688185	
chr8:22661888-22661999	
chr8:22647923-22648035	
chr8:22620367-22620485	
chr8:22613305-22613426	
chr8:22452764-22452881	
chr8:22418977-22419087	
chr8:22404665-22404779	
chr8:22250306-22250417	
chr8:22206664-22206776	
chr8:22138023-22138138	
chr8:21693136-21693248	
chr8:19966073-19966184	
chr8:19824449-19824560	
chr8:19404557-19404673	
chr8:18896758-18896878	
chr8:18820121-18820237	
chr8:18801782-18801892	
chr8:18758364-18758481	
chr8:18755705-18755820	
chr8:18533872-18533983	
chr8:18530635-18530750	
chr8:18067137-18067247	
chr8:18057312-18057422	
chr8:18027812-18027925	
chr8:18025083-18025202	
chr8:17981855-17981967	
chr8:17968005-17968119	
chr8:17960323-17960437	
chr8:17720294-17720408	
chr8:17679306-17679428	
chr8:17645341-17645454	
chr8:17230480-17230591	
chr8:17229789-17229902	
chr8:17221930-17222051	
chr8:17041543-17041655	
chr8:16166886-16167019	
chr8:16160983-16161102	
chr8:13242343-13242456	
chr8:13238478-13238588	
chr8:13235935-13236045	
chr8:13228242-13228355	
chr8:13085526-13085642	
chr8:13084559-13084674	
chr8:12722734-12722851	
chr8:12565589-12565708	
chr8:12553750-12553862	
chr8:12553155-12553267	
chr8:12517037-12517156	
chr8:12502095-12502210	
chr8:12430118-12430229	
chr8:11843984-11844097	
chr8:11786966-11787079	
chr8:11681442-11681558	
chr8:11677212-11677324	
chr8:11559470-11559581	
chr8:11559277-11559388	
chr8:11535211-11535375	
chr8:11504317-11504465	
chr8:11327795-11327905	
chr8:11326919-11327038	
chr8:11326419-11326545	
chr8:11324459-11324578	
chr8:10726287-10726399	
chr8:10724670-10724786	
chr8:10411449-10411561	
chr8:9771791-9771904	
chr8:9752915-9753031	
chr8:9731410-9731534	
chr8:9672661-9672774	
chr8:9628117-9628228	
chr8:9026808-9026921	
chr8:8854634-8854747	
chr8:8785687-8785804	
chr8:8784258-8784369	
chr8:8318231-8318343	
chr8:8317964-8318075	
chr8:8317725-8317837	
chr8:6759582-6759693	
chr8:6709512-6709626	
chr8:6623638-6623768	
chr8:6537521-6537633	
chr8:6536922-6537040	
chr8:6501879-6501991	
chr8:6468596-6468711	
chr8:6449589-6449702	
chr8:6438901-6439011	
chr8:2000990-2001100	
chr8:544651-544762	
chr8:490830-490940	
chr8:478384-478495	
chr8:476760-476873	
chr8:475405-475515	
chr8:469016-469126	
chr8:231588-231701	
chr8:208777-208888	
chr7:159136213-159136323	
chr7:158587587-158587702	
chr7:158463633-158463744	
chr7:158209063-158209173	
chr7:157386210-157386325	
chr7:157269259-157269373	
chr7:156889313-156889426	
chr7:156773971-156774081	
chr7:156681035-156681146	
chr7:155776998-155777111	
chr7:155738328-155738440	
chr7:155308688-155308799	
chr7:154948728-154948838	
chr7:154948545-154948655	
chr7:154885731-154885849	
chr7:152405940-152406052	
chr7:152222024-152222135	
chr7:152163711-152163822	
chr7:152162680-152162790	
chr7:152136506-152136616	
chr7:152135461-152135572	
chr7:152122110-152122224	
chr7:151783451-151783563	
chr7:151781174-151781284	
chr7:151632758-151632869	
chr7:151624130-151624240	
chr7:151617243-151617360	
chr7:151560547-151560657	
chr7:151556151-151556264	
chr7:151144341-151144452	
chr7:151086619-151086743	
chr7:150743186-150743298	
chr7:150721752-150721871	
chr7:150520963-150521080	
chr7:150455169-150455280	
chr7:149615332-149615445	
chr7:149479910-149480020	
chr7:149479148-149479264	
chr7:149220867-149220987	
chr7:149178678-149178789	
chr7:149154338-149154448	
chr7:149003624-149003739	
chr7:144680402-144680515	
chr7:144524865-144524984	
chr7:144522834-144522944	
chr7:144501565-144501675	
chr7:144354120-144354231	
chr7:144320376-144320500	
chr7:144235898-144236008	
chr7:144235733-144235844	
chr7:144189756-144189874	
chr7:143729549-143729661	
chr7:143718617-143718729	
chr7:143609450-143609561	
chr7:143380182-143380299	
chr7:143306519-143306638	
chr7:143272137-143272252	0
chr7:143271692-143271804	
chr7:142862768-142862881	
chr7:142137166-142137279	
chr7:141585956-141586066	
chr7:140908939-140909058	
chr7:140852363-140852479	
chr7:140775299-140775414	
chr7:140729570-140729682	
chr7:140725649-140725761	
chr7:140721245-140721357	
chr7:140624731-140624841	
chr7:140550289-140550399	
chr7:140536622-140536732	
chr7:140518397-140518508	
chr7:140396844-140396957	
chr7:140157942-140158069	
chr7:140111894-140112009	
chr7:140051347-140051459	
chr7:140011231-140011354	
chr7:139984772-139984884	
chr7:139980891-139981002	
chr7:139951900-139952063	
chr7:139947818-139947932	
chr7:139889268-139889380	
chr7:139878202-139878313	
chr7:139878111-139878224	
chr7:139683907-139684019	
chr7:139677210-139677331	
chr7:139674013-139674127	
chr7:139670382-139670493	
chr7:139572559-139572670	
chr7:139571616-139571726	
chr7:139569690-139569801	
chr7:139568871-139568990	
chr7:139567344-139567456	
chr7:139565666-139565776	
chr7:139565151-139565265	
chr7:139561703-139561813	
chr7:139307975-139308091	
chr7:139307431-139307546	
chr7:139304778-139304888	
chr7:139302725-139302851	
chr7:139273289-139273400	
chr7:139089599-139089709	
chr7:139070049-139070160	
chr7:139057310-139057420	
chr7:139056365-139056480	
chr7:139033148-139033261	
chr7:139026082-139026193	
chr7:138404095-138404216	
chr7:137969290-137969414	
chr7:137928079-137928190	
chr7:137901533-137901646	
chr7:137879118-137879228	
chr7:137877131-137877242	
chr7:137876281-137876419	
chr7:137875034-137875148	
chr7:137227417-137227530	
chr7:137018152-137018262	
chr7:135927633-135927748	
chr7:135687762-135687872	
chr7:135675872-135675992	
chr7:135480945-135481057	
chr7:135471220-135471331	
chr7:135437128-135437253	
chr7:135435967-135436079	
chr7:135378468-135378581	
chr7:134968809-134968921	
chr7:134646847-134646972	
chr7:134293742-134293860	
chr7:134042427-134042540	
chr7:133847332-133847446	
chr7:133763652-133763764	
chr7:131501134-131501245	
chr7:131496391-131496501	
chr7:131495546-131495656	
chr7:131494864-131494977	
chr7:131491171-131491281	
chr7:131486208-131486321	
chr7:131479800-131479925	
chr7:131472544-131472675	
chr7:131445700-131445811	
chr7:131428947-131429057	
chr7:131339858-131339968	
chr7:131106590-131106705	
chr7:131071686-131071798	
chr7:131070961-131071075	
chr7:131068110-131068224	
chr7:131055120-131055242	
chr7:131039319-131039429	
chr7:130992528-130992643	
chr7:130992324-130992434	
chr7:130971572-130971691	
chr7:130966191-130966302	
chr7:130962814-130962927	
chr7:130961336-130961448	
chr7:130654783-130654904	
chr7:130545120-130545257	
chr7:130508990-130509100	
chr7:130506435-130506550	
chr7:130166003-130166115	
chr7:130165649-130165768	
chr7:130135041-130135162	
chr7:130134582-130134692	
chr7:130132014-130132124	
chr7:130131976-130132086	
chr7:130119157-130119270	
chr7:130108675-130108790	
chr7:130097971-130098084	
chr7:130079701-130079813	
chr7:130030145-130030264	
chr7:129952638-129952753	
chr7:129834747-129834859	
chr7:129833952-129834068	
chr7:129833045-129833159	
chr7:129832452-129832564	
chr7:129756578-129756688	
chr7:129755496-129755614	
chr7:129755248-129755359	
chr7:129736581-129736693	
chr7:129731221-129731338	
chr7:129633758-129633870	
chr7:129612245-129612365	
chr7:129429970-129430086	
chr7:129416025-129416135	
chr7:129388966-129389077	
chr7:129248460-129248572	
chr7:129240168-129240280	
chr7:129235367-129235484	
chr7:129229011-129229134	
chr7:129035900-129036021	
chr7:128858526-128858649	
chr7:128772125-128772238	
chr7:128771236-128771351	
chr7:128770526-128770641	
chr7:128663781-128663894	
chr7:128659048-128659159	
chr7:128637763-128637886	
chr7:128500576-128500691	
chr7:128321254-128321364	
chr7:128306296-128306407	
chr7:127591531-127591641	
chr7:127392039-127392153	
chr7:124898332-124898442	
chr7:124871681-124871797	
chr7:124832771-124832888	
chr7:123748662-123748772	
chr7:123706283-123706393	
chr7:123684481-123684592	
chr7:123683324-123683436	
chr7:122663522-122663651	
chr7:122539775-122539888	
chr7:122443540-122443652	
chr7:122398688-122398814	
chr7:122319900-122320023	
chr7:122319812-122319922	
chr7:121940756-121940868	
chr7:121873278-121873400	
chr7:121348785-121348900	
chr7:121099982-121100095	
chr7:121080660-121080779	
chr7:120989308-120989418	
chr7:120975226-120975340	
chr7:120967626-120967739	
chr7:120956639-120956750	
chr7:117711299-117711409	
chr7:116919046-116919157	
chr7:116918617-116918727	
chr7:116559564-116559678	
chr7:116507621-116507732	
chr7:116258140-116258253	
chr7:115018959-115019071	
chr7:115016594-115016738	
chr7:114997751-114997868	
chr7:114691893-114692006	
chr7:114690125-114690236	
chr7:114336474-114336586	
chr7:112931255-112931366	
chr7:112788348-112788458	
chr7:112775550-112775664	
chr7:112467891-112468002	
chr7:112461802-112461913	
chr7:112452105-112452218	
chr7:112210428-112210539	
chr7:111556581-111556692	
chr7:111413614-111413726	
chr7:111059873-111059985	
chr7:110999280-110999391	
chr7:110835597-110835708	
chr7:110734669-110734797	
chr7:108573444-108573556	
chr7:108514893-108515003	
chr7:107941951-107942064	
chr7:107762654-107762765	
chr7:107541886-107542001	
chr7:107202921-107203035	
chr7:107202486-107202607	
chr7:107195757-107195867	
chr7:107186425-107186544	
chr7:106254475-106254590	
chr7:105889116-105889229	
chr7:105873133-105873250	
chr7:105854480-105854593	
chr7:105854421-105854539	
chr7:105809723-105809836	
chr7:105764848-105764959	
chr7:105759111-105759226	
chr7:105729380-105729497	
chr7:105698870-105698983	
chr7:105656526-105656640	
chr7:105630669-105630800	
chr7:105581798-105581912	
chr7:105457090-105457200	
chr7:105382117-105382227	
chr7:105380471-105380591	
chr7:105278749-105278859	
chr7:105274844-105274956	
chr7:105252697-105252810	
chr7:105182579-105182694	
chr7:105116328-105116439	
chr7:105113643-105113753	
chr7:105113550-105113664	
chr7:105107910-105108025	
chr7:105051044-105051159	
chr7:104987060-104987178	
chr7:104986929-104987045	
chr7:104914725-104914835	
chr7:103368904-103369014	
chr7:103315119-103315233	
chr7:103116014-103116127	
chr7:103102462-103102573	
chr7:103102098-103102208	
chr7:103099525-103099643	
chr7:103099421-103099536	
chr7:103082355-103082469	
chr7:102776652-102776769	
chr7:102686125-102686260	
chr7:102646873-102647023	0
chr7:102637335-102637454	0
chr7:102633998-102634111	0
chr7:102631528-102631646	0
chr7:102630377-102630492	0
chr7:102628747-102628864	0
chr7:102580339-102580461	0
chr7:102579891-102580010	0
chr7:102564630-102564740	0
chr7:102546652-102546766	
chr7:102544208-102544318	
chr7:102538229-102538346	
chr7:102537206-102537322	
chr7:102533592-102533704	
chr7:102480728-102480847	
chr7:102448831-102448946	
chr7:102448666-102448782	
chr7:102426197-102426308	
chr7:102411887-102412010	
chr7:102394053-102394167	
chr7:102392180-102392294	
chr7:102380701-102380812	
chr7:102255351-102255461	
chr7:102250012-102250124	
chr7:102093176-102093295	
chr7:102093107-102093223	
chr7:101833196-101833314	
chr7:101233560-101233670	
chr7:101195169-101195282	
chr7:101139180-101139293	
chr7:101096144-101096256	
chr7:101095016-101095134	
chr7:101093479-101093593	
chr7:101093290-101093409	
chr7:101090635-101090776	
chr7:101090556-101090679	
chr7:101060245-101060360	
chr7:101059888-101060003	
chr7:100993995-100994105	
chr7:100965263-100965373	
chr7:100964029-100964139	
chr7:100867323-100867433	
chr7:100693247-100693362	
chr7:100681454-100681565	
chr7:100681307-100681423	
chr7:100673765-100673902	
chr7:100574582-100574698	
chr7:100565839-100565958	
chr7:100562592-100562707	
chr7:100359455-100359567	
chr7:100358264-100358374	
chr7:100345879-100345990	
chr7:100239521-100239634	
chr7:100231178-100231301	
chr7:100225563-100225676	
chr7:100203135-100203250	
chr7:100159669-100159782	
chr7:100124746-100124862	
chr7:100109615-100109726	
chr7:100070116-100070226	
chr7:100056418-100056531	
chr7:100041272-100041382	
chr7:100039936-100040047	
chr7:100039274-100039393	
chr7:100038944-100039058	
chr7:100037971-100038081	
chr7:100036783-100036894	
chr7:100036676-100036791	
chr7:100035368-100035480	
chr7:100028744-100028862	
chr7:99893917-99894033	
chr7:99575520-99575641	
chr7:99565943-99566054	
chr7:99559330-99559442	
chr7:99396453-99396563	
chr7:99394648-99394762	
chr7:99138057-99138169	
chr7:99122593-99122713	
chr7:99060457-99060570	
chr7:99048329-99048440	
chr7:99013157-99013268	
chr7:98949991-98950101	
chr7:98902983-98903093	
chr7:98881701-98881814	
chr7:98629390-98629502	
chr7:98304815-98304932	
chr7:98207887-98208008	
chr7:98207454-98207570	
chr7:98184687-98184806	
chr7:98174054-98174172	
chr7:97971644-97971762	
chr7:97970329-97970445	
chr7:97969681-97969805	
chr7:96146486-96146600	
chr7:96140969-96141087	
chr7:95874626-95874737	
chr7:95596473-95596585	
chr7:95594380-95594490	
chr7:95168473-95168584	
chr7:94528223-94528336	
chr7:93315786-93315902	
chr7:93197409-93197519	
chr7:93130610-93130754	
chr7:93100606-93100716	
chr7:92606587-92606699	
chr7:92573414-92573526	
chr7:92562268-92562379	
chr7:92561153-92561265	
chr7:92536871-92536982	
chr7:92536782-92536894	
chr7:92459174-92459290	
chr7:92457111-92457231	
chr7:92401161-92401272	
chr7:92400535-92400646	
chr7:92399283-92399398	
chr7:92374828-92374938	
chr7:92287985-92288107	
chr7:92261340-92261477	
chr7:92200307-92200422	
chr7:92109976-92110088	
chr7:92108999-92109115	
chr7:92084728-92084841	
chr7:91971932-91972052	
chr7:91265094-91265208	
chr7:91209394-91209509	
chr7:91207140-91207250	
chr7:90803055-90803166	
chr7:90359077-90359188	
chr7:90353011-90353121	
chr7:90235566-90235677	
chr7:88278012-88278125	
chr7:87600090-87600201	
chr7:87205291-87205405	
chr7:84194974-84195103	
chr7:84194810-84194924	
chr7:84194746-84194863	
chr7:84094280-84094391	
chr7:84019420-84019533	
chr7:84016161-84016272	
chr7:83984558-83984681	
chr7:83960774-83960889	
chr7:83956865-83956975	
chr7:83363531-83363641	
chr7:82398532-82398645	
chr7:81948413-81948523	
chr7:81947278-81947389	
chr7:80678792-80678904	
chr7:80678031-80678163	
chr7:80676757-80676869	
chr7:80218392-80218502	
chr7:79467190-79467303	
chr7:78557925-78558037	
chr7:78020522-78020632	
chr7:77767240-77767354	
chr7:77592114-77592225	
chr7:77537192-77537303	
chr7:77380658-77380768	
chr7:77377350-77377472	
chr7:77359150-77359261	
chr7:77329687-77329798	
chr7:77135430-77135541	
chr7:77063888-77064008	
chr7:77049442-77049565	
chr7:76975212-76975325	
chr7:76625528-76625641	
chr7:76610829-76610941	
chr7:76466542-76466654	
chr7:76328749-76328861	
chr7:76327173-76327285	
chr7:76040773-76040883	
chr7:75811430-75811544	
chr7:75811116-75811227	
chr7:75736370-75736481	
chr7:75733380-75733496	
chr7:75666101-75666224	
chr7:75664408-75664519	
chr7:75611037-75611148	
chr7:75537467-75537578	
chr7:75535663-75535778	
chr7:75535312-75535423	
chr7:75463399-75463519	
chr7:75384835-75384946	
chr7:75371564-75371679	
chr7:75371157-75371276	
chr7:75367516-75367639	
chr7:75149331-75149441	
chr7:75120091-75120205	
chr7:75026611-75026723	
chr7:74881703-74881814	
chr7:74878522-74878639	
chr7:74858768-74858881	
chr7:74829837-74829952	
chr7:74823582-74823693	
chr7:74821869-74821980	
chr7:74821805-74821917	
chr7:74792022-74792136	
chr7:74700528-74700648	
chr7:74478401-74478520	
chr7:74396410-74396531	
chr7:74368467-74368594	
chr7:74122387-74122499	
chr7:74121448-74121559	
chr7:73698087-73698206	
chr7:73593207-73593325	
chr7:73557607-73557720	
chr7:73441282-73441392	
chr7:73440461-73440572	
chr7:73271762-73271872	
chr7:73233616-73233729	
chr7:73122548-73122658	
chr7:72997510-72997625	
chr7:72996705-72996815	
chr7:72993419-72993534	
chr7:72981448-72981569	
chr7:72906741-72906852	
chr7:72606557-72606667	
chr7:72606147-72606258	
chr7:72601098-72601210	
chr7:71713163-71713279	
chr7:71653363-71653476	
chr7:70792565-70792680	
chr7:70792437-70792557	
chr7:70778521-70778634	
chr7:70777101-70777211	
chr7:70750280-70750392	
chr7:70640522-70640644	
chr7:70503792-70503905	
chr7:67310627-67310737	
chr7:67275968-67276079	
chr7:67272819-67272943	
chr7:67238201-67238311	
chr7:67222515-67222625	
chr7:67219795-67219911	
chr7:67219648-67219759	
chr7:67212278-67212390	
chr7:67210793-67210906	
chr7:67204560-67204670	
chr7:67199886-67199998	
chr7:67189395-67189506	
chr7:67189272-67189382	
chr7:67133580-67133690	
chr7:67119069-67119190	
chr7:67094953-67095065	
chr7:67071337-67071451	
chr7:66785829-66785940	
chr7:66755243-66755353	
chr7:66689266-66689376	
chr7:66687463-66687577	
chr7:66674901-66675019	
chr7:66664027-66664145	
chr7:66659960-66660071	
chr7:66656770-66656891	
chr7:66640552-66640663	
chr7:66613716-66613830	
chr7:66605632-66605747	
chr7:66546558-66546672	
chr7:66542609-66542719	
chr7:66529387-66529504	
chr7:66527005-66527126	
chr7:66525636-66525754	
chr7:66388289-66388414	
chr7:66350483-66350595	
chr7:66307088-66307199	
chr7:66265499-66265613	
chr7:66157120-66157231	
chr7:65957434-65957544	
chr7:65954316-65954442	
chr7:65882365-65882480	
chr7:65761531-65761646	
chr7:65752567-65752687	
chr7:65751866-65751993	
chr7:65722624-65722735	
chr7:65713088-65713198	
chr7:64893062-64893173	
chr7:64890690-64890800	
chr7:64084976-64085089	
chr7:56058293-56058403	0
chr7:56011539-56011654	
chr7:56011478-56011592	
chr7:55975989-55976121	
chr7:55956077-55956189	
chr7:55462605-55462723	
chr7:55397410-55397530	
chr7:55391478-55391588	
chr7:55211547-55211661	
chr7:55205848-55205961	
chr7:55204560-55204671	
chr7:55068058-55068172	
chr7:55038694-55038809	
chr7:54752250-54752361	
chr7:51064254-51064368	
chr7:50403770-50403888	
chr7:47363095-47363209	
chr7:45730401-45730517	
chr7:45028738-45028851	
chr7:44879351-44879464	
chr7:44877758-44877871	
chr7:44848006-44848118	
chr7:44829553-44829670	
chr7:44802123-44802241	
chr7:44708944-44709058	
chr7:44578811-44578935	
chr7:44576510-44576625	
chr7:44069756-44069872	
chr7:44042256-44042376	
chr7:44026899-44027018	
chr7:44026448-44026567	
chr7:44006559-44006679	
chr7:43995789-43995927	
chr7:43994205-43994316	
chr7:43978901-43979023	
chr7:43921275-43921387	
chr7:43669721-43669833	
chr7:43633754-43633864	
chr7:43625703-43625827	
chr7:43622655-43622766	
chr7:42223286-42223400	
chr7:41964014-41964131	
chr7:41961921-41962032	
chr7:41700434-41700544	
chr7:41689473-41689584	
chr7:40095013-40095125	
chr7:40070758-40070876	
chr7:40067496-40067611	
chr7:40055106-40055247	
chr7:40053707-40053819	
chr7:40012079-40012191	
chr7:39987232-39987342	
chr7:39984952-39985063	
chr7:39970416-39970528	
chr7:39959133-39959246	
chr7:39707551-39707663	
chr7:39623596-39623721	
chr7:37428969-37429105	
chr7:37301283-37301395	
chr7:37298254-37298365	
chr7:37278063-37278186	
chr7:37239120-37239231	
chr7:37216085-37216197	
chr7:37170565-37170679	
chr7:37152394-37152510	
chr7:37082248-37082359	
chr7:36854488-36854605	
chr7:36631300-36631415	
chr7:36534986-36535097	
chr7:36534922-36535033	
chr7:36521629-36521742	
chr7:36292938-36293048	
chr7:36273079-36273211	
chr7:36243258-36243371	
chr7:36219632-36219743	
chr7:36219604-36219717	
chr7:36219279-36219389	
chr7:36200050-36200162	
chr7:36198496-36198609	
chr7:36198365-36198484	
chr7:36196248-36196359	
chr7:36173447-36173561	
chr7:35905472-35905582	
chr7:35904755-35904867	
chr7:35904376-35904487	
chr7:35633441-35633559	
chr7:35633018-35633132	
chr7:34153348-34153460	
chr7:33441230-33441342	
chr7:33261016-33261128	
chr7:33208749-33208860	
chr7:33048126-33048248	
chr7:33039512-33039627	
chr7:33035972-33036082	
chr7:33014452-33014566	
chr7:33006041-33006162	
chr7:32891632-32891742	
chr7:32758864-32758980	
chr7:32754733-32754854	
chr7:32586422-32586534	
chr7:32571744-32571854	
chr7:32549707-32549820	
chr7:32499308-32499419	
chr7:31786230-31786342	
chr7:30758596-30758711	
chr7:30756187-30756303	
chr7:30633846-30633961	
chr7:30594916-30595032	
chr7:30569637-30569753	
chr7:30566338-30566453	
chr7:30372742-30372862	
chr7:30369779-30369889	
chr7:30356234-30356346	
chr7:30322616-30322730	
chr7:30302491-30302603	
chr7:30162444-30162559	
chr7:30162199-30162314	
chr7:30158457-30158568	
chr7:30011542-30011661	
chr7:30011499-30011613	
chr7:30010994-30011105	
chr7:29920221-29920332	
chr7:29916662-29916774	
chr7:29496265-29496375	
chr7:29354554-29354666	
chr7:29304012-29304125	
chr7:28821411-28821522	
chr7:28110565-28110688	
chr7:27828814-27828931	
chr7:27206494-27206605	
chr7:27204637-27204756	
chr7:27196888-27196999	
chr7:27181655-27181770	
chr7:27170912-27171022	
chr7:27141063-27141187	
chr7:27111435-27111563	
chr7:27107782-27107902	
chr7:27099608-27099723	
chr7:26856922-26857036	
chr7:26668612-26668731	
chr7:26668004-26668115	
chr7:26212532-26212663	
chr7:26152477-26152587	
chr7:25137251-25137369	
chr7:25121972-25122086	
chr7:25120040-25120155	
chr7:25119528-25119641	
chr7:24897031-24897147	
chr7:24894455-24894567	
chr7:24876371-24876483	
chr7:24707633-24707750	
chr7:23693420-23693530	
chr7:23692212-23692322	
chr7:23611185-23611295	
chr7:23506183-23506294	
chr7:23505450-23505570	
chr7:23505235-23505346	
chr7:23505114-23505225	
chr7:23155666-23155776	
chr7:22980224-22980336	
chr7:22856671-22856781	
chr7:22118430-22118540	
chr7:21901917-21902029	
chr7:21901518-21901630	
chr7:21514481-21514594	
chr7:20413190-20413300	
chr7:20332443-20332555	
chr7:20157570-20157686	
chr7:20140834-20140952	
chr7:20139775-20139912	
chr7:20138635-20138748	
chr7:20003239-20003379	
chr7:19698460-19698570	
chr7:19115810-19115930	
chr7:19001498-19001609	
chr7:18584882-18584993	
chr7:17794768-17794879	
chr7:17792240-17792350	
chr7:17791330-17791444	
chr7:17345262-17345376	
chr7:17344579-17344697	
chr7:16792621-16792732	
chr7:16753754-16753865	
chr7:16706139-16706249	
chr7:16654654-16654768	
chr7:15686122-15686251	
chr7:15612578-15612690	
chr7:14145415-14145526	
chr7:13989001-13989111	
chr7:13894104-13894219	
chr7:12690575-12690688	
chr7:12690250-12690364	
chr7:12653050-12653170	
chr7:12233627-12233740	
chr7:12233185-12233300	
chr7:11061717-11061828	
chr7:8235879-8235992	
chr7:8126500-8126610	
chr7:8088190-8088321	
chr7:8086930-8087049	
chr7:8046958-8047068	
chr7:8022412-8022523	
chr7:7976429-7976548	
chr7:7968776-7968897	
chr7:7605247-7605362	
chr7:7247969-7248080	
chr7:7216928-7217043	
chr7:6751884-6752013	
chr7:6690401-6690513	
chr7:6462763-6462873	
chr7:6440911-6441021	
chr7:6436050-6436161	
chr7:6434187-6434299	
chr7:6428436-6428548	
chr7:6402475-6402587	
chr7:6341093-6341204	
chr7:6263752-6263867	
chr7:6262912-6263023	
chr7:6190378-6190496	
chr7:6176358-6176468	
chr7:6162376-6162488	
chr7:6161062-6161174	
chr7:5992276-5992387	
chr7:5765737-5765856	
chr7:5621121-5621240	
chr7:5512021-5512137	
chr7:5483398-5483508	
chr7:5307203-5307314	
chr7:5306827-5306938	
chr7:5231699-5231814	
chr7:5231014-5231127	
chr7:5068204-5068314	
chr7:5000985-5001095	
chr7:4994220-4994336	
chr7:4770853-4770964	
chr7:4770155-4770267	
chr7:4769393-4769506	
chr7:2957273-2957389	
chr7:2934001-2934125	
chr7:2928660-2928770	
chr7:2728289-2728399	
chr7:2722224-2722340	
chr7:2664424-2664539	
chr7:2601375-2601486	
chr7:2565206-2565319	
chr7:2527287-2527403	
chr7:1888501-1888614	
chr7:1569555-1569675	
chr7:1556623-1556733	
chr7:1543050-1543160	
chr7:1540957-1541067	
chr7:1530744-1530859	
chr7:1138115-1138226	
chr7:1132644-1132766	
chr7:1070858-1070968	
chr7:943629-943740	
chr7:943385-943496	
chr7:877152-877272	
chr7:856387-856500	
chr7:845490-845600	
chr7:743324-743443	
chr7:611719-611848	
chr7:578632-578749	
chr7:498272-498385	
chr7:497935-498046	
chr7:497819-497942	
chr7:497221-497332	
chr6:170572251-170572364	
chr6:170405963-170406074	
chr6:170381756-170381870	
chr6:170350679-170350789	
chr6:169771038-169771148	
chr6:169767706-169767831	
chr6:169217789-169217899	
chr6:169216113-169216223	
